rank,business_name,legal_name_on_license,tier,research_batch,fit_percent,cslb_license,license_status,entity,classifications,issue_date,expire_date,bond_carrier,bond_amount,bond_cancellation,workers_comp,cslb_address,cslb_phone,published_phone,sf_plumbing_permits,website,snake_shower,tub_overflow_access,non_destructive,prewar_galvanized,camera_inspection,weekend_emergency,flag_count,critical_flags,cslb_source_url,raw_capture
188,O'Grady Plumbing Heating Draining,O'GRADY PLUMBING,do-not-hire,2026-09-04-expansion-50,0,746040,expired,Corporation,"C20 - WARM-AIR HEATING, VENTILATING AND AIR-CONDITIONING ; C36 - PLUMBING ; A - GENERAL ENGINEERING",02/19/1998,05/31/2024,WESTERN SURETY COMPANY,"$25,000",04/02/2026,insured,"1610 EVANS AVENUE / SAN FRANCISCO, CA 94124",(415) 647-9200,(415) 647-9200,1292,,unknown,unknown,unknown,unknown,unknown,unknown,2,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=746040,data/raw/cslb-746040.txt
189,Strong Plumbing (Plugbusters),STRONG PLUMBING AND HEATING INC,do-not-hire,2026-09-04-expansion-50,0,712335,expired,Corporation,"C20 - WARM-AIR HEATING, VENTILATING AND AIR-CONDITIONING ; C36 - PLUMBING",09/08/1995,09/30/2001,FRONTIER PACIFIC INSURANCE COMPANY,"$7,500",09/05/2001,insured,"dba PLUGBUSTERS / 375 RHODE ISLAND STREET / SAN FRANCISCO, CA 94103",(415) 865-1500,(415) 865-1500,1166,,unknown,unknown,unknown,unknown,unknown,unknown,2,BOTH PLUGBUSTERS LICENSES EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=712335,data/raw/cslb-712335.txt
190,Bell Plumbing North Inc,BELL PLUMBING NORTH INC,do-not-hire,2026-09-04-expansion-50-b4,0,823991,revoked,Corporation,C36 - PLUMBING,09/12/2003,09/30/2015,WESCO INSURANCE COMPANY,"$12,500",10/17/2015,insured,"2300 26TH STREET / SAN FRANCISCO, CA 94107",(415) 550-0777,(415) 550-0777,1148,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE REVOKED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=823991,data/raw/cslb-823991.txt
191,Fireman Plumbing,FIREMAN PLUMBING,do-not-hire,2026-09-04-expansion-50,0,707695,expired,Sole Ownership,C36 - PLUMBING,06/05/1995,06/30/2025,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$25,000",04/02/2025,exempt,"P O BOX 1487 / BURLINGAME, CA 94011",(650) 756-5100,(650) 756-5100,1120,,unknown,unknown,unknown,unknown,unknown,unknown,2,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=707695,data/raw/cslb-707695.txt
192,Cooper Bros Inc,COOPER BROS INC,do-not-hire,2026-09-04-expansion-50-b5,0,128364,expired,Corporation,"A - GENERAL ENGINEERING; B - GENERAL BUILDING; C16 - FIRE PROTECTION; C-4 - BOILER, HOT WATER HEATING AND STEAM FITTING; C20 - WARM-AIR HEATING, VENTILATING AND AIR-CONDITIONING; C34 - PIPELINE; C42 - SANITATION SYSTEM; C36 - PLUMBING",01/14/1952,12/31/1998,SURETY COMPANY OF THE PACIFIC,"$7,500",12/03/1999,exempt,"1591 HARRISON STREET / SAN FRANCISCO, CA 94103-4322",(415) 431-0952,(415) 431-0952,1105,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=128364,data/raw/cslb-128364.txt
193,Fast Response Plumbing (Joseph Tinsley),JOSEPH TINSLEY,do-not-hire,,0,1024971,suspended,Sole Ownership,C36 - PLUMBING,03/20/2017,03/31/2027,HUDSON INSURANCE COMPANY,"$25,000",09/01/2026,insured,"dba FAST RESPONSE PLUMBING AND ROOTER / 236 W POTRAL AVE #459 / SAN FRANCISCO, CA 94127",(415) 596-6115,(415) 596-6115,940,,unknown,unknown,unknown,unknown,unknown,unknown,2,LICENSE SUSPENDED,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=1024971,data/raw/cslb-1024971.txt
194,Bhrb Inc,BHRB INC,do-not-hire,2026-09-04-expansion-50-b5,0,641355,expired,Corporation,"C20 - WARM-AIR HEATING, VENTILATING AND AIR-CONDITIONING; C43 - SHEET METAL",04/01/1992,04/30/2006,STAR INSURANCE COMPANY,"$10,000",02/04/2006,insured,"dba GOSS HEATING & VENTILATION / 1901 CARMELITA / BURLINGAME, CA 94010",(650) 343-7882,(650) 343-7882,928,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=641355,data/raw/cslb-641355.txt
195,Chen's Plumbing Inc.,CHEN'S PLUMBING INC,do-not-hire,2026-09-04-expansion-50,0,665412,canceled,Corporation,C16 - FIRE PROTECTION ; C36 - PLUMBING,03/02/1993,02/16/2015,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$12,500",04/04/2015,insured,"148 21ST AVE / SAN FRANCISCO, CA 94121-1206",(415) 831-2661,(415) 831-2661,831,,unknown,unknown,unknown,unknown,unknown,unknown,2,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=665412,data/raw/cslb-665412.txt
196,N J Cohen Inc,N J COHEN INC,do-not-hire,2026-09-04-expansion-50-b5,0,218804,expired,Corporation,C36 - PLUMBING; C16 - FIRE PROTECTION,07/09/1963,08/31/2009,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$12,500",10/01/2009,insured,"P O BOX 1756 / BURLINGAME, CA 94011",(650) 558-1400,(650) 558-1400,768,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=218804,data/raw/cslb-218804.txt
197,Shing Plumbing LLC,SHING PLUMBING LLC,do-not-hire,2026-09-04-expansion-50,0,562479,canceled,Ltd Liability,C36 - PLUMBING,03/28/1989,08/05/2017,OLD REPUBLIC SURETY COMPANY,"$15,000",08/11/2017,insured,"2965 19TH AVENUE / SAN FRANCISCO, CA 94132",(415) 559-2096,(415) 559-2096,719,,unknown,unknown,unknown,unknown,unknown,unknown,2,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=562479,data/raw/cslb-562479.txt
198,Stan Plumbing,STAN PLUMBING,do-not-hire,2026-09-04-expansion-50,0,410861,suspended,Sole Ownership,C36 - PLUMBING,08/25/1981,08/31/2027,HUDSON INSURANCE COMPANY,"$25,000",09/01/2026,insured,"1429 9TH AVE APT 3 / SAN FRANCISCO, CA 94122",(415) 724-0724,(415) 724-0724,697,,unknown,unknown,unknown,unknown,unknown,unknown,2,LICENSE UNDER SUSPENSION — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=410861,data/raw/cslb-410861.txt
199,Wsm Enterprises Inc,WSM ENTERPRISES INC,do-not-hire,2026-09-04-expansion-50-b5,0,752883,expired,Corporation,B - GENERAL BUILDING; C33 - PAINTING AND DECORATING,08/12/1998,08/31/2012,OLD REPUBLIC SURETY COMPANY,"$12,500",01/09/2012,insured,"dba ON-SITE CONTRACTING / P O BOX 11506 / SAN RAFAEL, CA 94912",(415) 978-9600,(415) 978-9600,679,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=752883,data/raw/cslb-752883.txt
200,Emerald Plumbing & Fire Protection Inc,EMERALD PLUMBING & FIRE PROTECTION INC,do-not-hire,2026-09-04-expansion-50-b4,0,767866,canceled,Corporation,C16 - FIRE PROTECTION; C36 - PLUMBING,08/25/1999,08/31/2013,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$12,500",10/04/2012,insured,"P O BOX 2026 / BURLINGAME, CA 94011",(650) 344-9370,(650) 344-9370,650,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=767866,data/raw/cslb-767866.txt
201,Mr Peter's Plumbing,MR PETER'S PLUMBING,do-not-hire,2026-09-04-expansion-50,0,706238,expired,Corporation,"C20 - WARM-AIR HEATING, VENTILATING AND AIR-CONDITIONING ; C36 - PLUMBING",05/09/1995,08/31/2004,,,,exempt,"P O BOX 40400 / SAN FRANCISCO, CA 94140",(415) 282-5599,(415) 282-5599,644,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED 2004 AND CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=706238,data/raw/cslb-706238.txt
202,Young's Plumbing Company Inc,YOUNG'S PLUMBING COMPANY INC,do-not-hire,2026-09-04-expansion-50-b5,0,511619,canceled,Corporation,C36 - PLUMBING,06/04/1987,08/20/2013,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$12,500",10/04/2012,insured,"483 19TH AVENUE / SAN FRANCISCO, CA 94121",(415) 221-8917,(415) 221-8917,640,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=511619,data/raw/cslb-511619.txt
203,Gateway Plumbing,GATEWAY PLUMBING,do-not-hire,,0,846292,suspended,Sole Ownership,C36 - PLUMBING,09/11/2004,09/30/2026,HUDSON INSURANCE COMPANY,"$25,000",09/01/2026,insured,"121 FRANCISCO DRIVE / SOUTH SAN FRANCISCO, CA 94080",(415) 336-9155,(415) 336-9155,639,,unknown,unknown,unknown,unknown,unknown,unknown,2,LICENSE SUSPENDED,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=846292,data/raw/cslb-846292.txt
204,O M P P Inc,O M P P INC,do-not-hire,2026-09-04-expansion-50-b5,0,691287,expired,Corporation,C36 - PLUMBING,06/28/1994,06/30/2022,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$15,000",07/01/2021,exempt,"dba CLAUSEN-PATTEN / 14748 BETHANY ST. / SAN LEANDRO, CA 94579",(510) 346-8828,(510) 346-8828,639,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=691287,data/raw/cslb-691287.txt
205,A Valente & Sons Inc,A VALENTE & SONS INC,do-not-hire,2026-09-04-expansion-50-b5,0,381449,expired,Corporation,"C-4 - BOILER, HOT WATER HEATING AND STEAM FITTING; C20 - WARM-AIR HEATING, VENTILATING AND AIR-CONDITIONING; C36 - PLUMBING; C42 - SANITATION SYSTEM; C43 - SHEET METAL",09/13/1979,09/30/2015,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$12,500",10/08/2015,insured,"1877 UNION STREET / SAN FRANCISCO, CA 94123",(415) 346-8092,(415) 346-8092,622,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=381449,data/raw/cslb-381449.txt
206,Best Plumbing Choice,BEST PLUMBING CHOICE,do-not-hire,2026-09-04-expansion-50,0,738608,expired,Sole Ownership,C36 - PLUMBING,07/29/1997,07/31/2021,WESTERN SURETY COMPANY,"$15,000",01/14/2022,insured,"2138 17TH AVENUE / SAN FRANCISCO, CA 94116",(415) 740-1940,(415) 740-1940,597,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED 2021 — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=738608,data/raw/cslb-738608.txt
207,Gucho Plumbing,GUCHO PLUMBING,do-not-hire,2026-09-04-expansion-50,0,554666,suspended,Sole Ownership,C16 - FIRE PROTECTION ; C36 - PLUMBING,01/20/1989,01/31/2027,NORTH RIVER INSURANCE COMPANY (THE),"$25,000",08/16/2026,exempt,"332 GATES STREET / SAN FRANCISCO, CA 94110",(415) 573-5765,(415) 573-5765,595,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE UNDER BOND SUSPENSION — cannot contract right now,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=554666,data/raw/cslb-554666.txt
208,Ray Calegari Plumbing Inc.,RAY CALEGARI PLUMBING INC,do-not-hire,2026-09-04-expansion-50,0,672815,canceled,Corporation,C36 - PLUMBING,06/14/1993,11/01/2011,DEVELOPERS SURETY AND INDEMNITY COMPANY,"$12,500",12/30/2011,exempt,"205 COUNTRY CLUB DR / NOVATO, CA 94949",(415) 346-3193,(415) 346-3193,594,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED 2011 — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=672815,data/raw/cslb-672815.txt
209,Asia Plumbing,ASIA PLUMBING,do-not-hire,2026-09-04-expansion-50,0,287477,expired,Partnership,C16 - FIRE PROTECTION ; C36 - PLUMBING,10/01/1973,05/31/2014,SURETEC INSURANCE COMPANY,"$12,500",07/24/2014,insured,"1354 31ST AVE / SAN FRANCISCO, CA 94122",(415) 731-8085,(415) 731-8085,548,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED 2014 — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=287477,data/raw/cslb-287477.txt
210,Thomas Friel Plumbing Inc.,THOMAS FRIEL PLUMBING INC,do-not-hire,2026-09-04-expansion-50,0,415114,canceled,Corporation,C36 - PLUMBING,12/01/1981,07/25/2022,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$15,000",07/06/2022,exempt,"245 CONNECTICUT STREET / SAN FRANCISCO, CA 94107",(415) 626-1662,(415) 626-1662,539,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED 2022 — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=415114,data/raw/cslb-415114.txt
211,Excellent Plumbing,EXCELLENT PLUMBING,do-not-hire,2026-09-04-expansion-50,0,633153,expired,Sole Ownership,C36 - PLUMBING,12/10/1991,12/31/2013,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$12,500",06/05/2014,insured,"1355 33RD AVENUE / SAN FRANCISCO, CA 94116",(415) 819-8992,(415) 819-8992,531,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED 2013 — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=633153,data/raw/cslb-633153.txt
212,Sberlo Plumbing Inc.,SBERLO PLUMBING INC,do-not-hire,2026-09-04-expansion-50,0,487017,canceled,Corporation,C36 - PLUMBING,02/13/1986,02/20/2011,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$12,500",05/05/2010,exempt,"1663 12TH AVENUE / SAN FRANCISCO, CA 94122",(415) 664-9282,(415) 664-9282,515,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED 2011 — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=487017,data/raw/cslb-487017.txt
213,Drouet Plumbing Inc.,DROUET PLUMBING INC,do-not-hire,2026-09-04-expansion-50,0,546047,canceled,Corporation,C36 - PLUMBING,11/03/1988,09/24/2024,HUDSON INSURANCE COMPANY,"$25,000",07/29/2023,insured,"583 ARKANSAS STREET / SAN FRANCISCO, CA 94107",(415) 819-9925,(415) 819-9925,504,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED 2024 — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=546047,data/raw/cslb-546047.txt
214,P C Plumbing & Heating,P C PLUMBING & HEATING,do-not-hire,2026-09-04-expansion-50,0,498578,expired,Sole Ownership,"C20 - WARM-AIR HEATING, VENTILATING AND AIR-CONDITIONING ; C36 - PLUMBING",09/22/1986,09/30/2021,SURETEC INDEMNITY COMPANY,"$15,000",09/02/2017,insured,"2309 POPPY DRIVE / BURLINGAME, CA 94010",(650) 302-8821,(650) 302-8821,472,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED 2021 — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=498578,data/raw/cslb-498578.txt
215,De Jager & Reilly Plumbing & Heating Inc,DE JAGER & REILLY PLUMBING & HEATING INC,do-not-hire,2026-09-04-expansion-50-b4,0,269424,inactive,Corporation,"C36 - PLUMBING; C-4 - BOILER, HOT WATER HEATING AND STEAM FITTING",05/27/1971,12/31/2027,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$25,000",,insured,"711 TAYLOR BLVD / MILLBRAE, CA 94030",(415) 850-0624,(415) 850-0624,425,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE INACTIVE - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=269424,data/raw/cslb-269424.txt
216,American Alliance Plumbing & Drain Cleaning (Drain Patrol),AMERICAN ALLIANCE ALWAYS AVAILABLE,do-not-hire,2026-09-04-expansion-50,0,422136,canceled,Corporation,C36 - PLUMBING,05/10/1982,04/13/2012,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$12,500",08/27/2012,insured,"dba DRAIN PATROL / PO BOX 8730 / TRUCKEE, CA 96162",(530) 888-8114,(530) 888-8114,381,,unknown,unknown,unknown,unknown,unknown,unknown,2,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=422136,data/raw/cslb-422136.txt
217,Heath Plumbing & Fire Protection,HEATH PLUMBING & FIRE PROTECTION,do-not-hire,2026-09-04-expansion-50-b4,0,712728,expired,Corporation,"C-4 - BOILER, HOT WATER HEATING AND STEAM FITTING; C16 - FIRE PROTECTION; C36 - PLUMBING",09/22/1995,09/30/2001,CONTRACTORS BONDING AND INSURANCE COMPANY,"$7,500",10/19/2001,exempt,"907 HARRISON STREET / SAN FRANCISCO, CA 94107",(415) 243-9600,(415) 243-9600,325,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=712728,data/raw/cslb-712728.txt
218,Western Plumbing & Heating Co Inc,WESTERN PLUMBING & HEATING CO INC,do-not-hire,2026-09-04-expansion-50-b4,0,101436,canceled,Corporation,"B - GENERAL BUILDING; C-4 - BOILER, HOT WATER HEATING AND STEAM FITTING; C12 - EARTHWORK AND PAVING; C16 - FIRE PROTECTION; C20 - WARM-AIR HEATING, VENTILATING AND AIR-CONDITIONING; C36 - PLUMBING; C38 - REFRIGERATION; C43 - SHEET METAL; C60 - WELDING; C42 - SANITATION SYSTEM",03/18/1948,08/07/2014,PLATTE RIVER INSURANCE COMPANY,"$12,500",09/30/2013,insured,"888 MARIN STREET / SAN FRANCISCO, CA 94124",(415) 647-0696,(415) 647-0696,321,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=101436,data/raw/cslb-101436.txt
219,Hot Water Inc,HOT WATER INC,do-not-hire,2026-09-04-expansion-50-b4,0,763612,expired,Corporation,C36 - PLUMBING,05/26/1999,05/31/2007,OLD REPUBLIC SURETY COMPANY,"$12,500",04/16/2007,insured,"2531 GRACELAND AVENUE / SAN CARLOS, CA 94070",(650) 631-8494,(650) 631-8494,320,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=763612,data/raw/cslb-763612.txt
220,B R Troika Inc,B R TROIKA INCORPORATED,do-not-hire,2026-09-04-expansion-50-b4,0,812845,expired,Corporation,C36 - PLUMBING,09/18/2002,09/30/2018,WESTERN SURETY COMPANY,"$15,000",05/10/2019,exempt,"2341 JUDAH / SAN FRANCISCO, CA 94122",(415) 520-1200,(415) 520-1200,318,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=812845,data/raw/cslb-812845.txt
221,Alansi's Rooter & Plumbing,ALANSI'S ROOTER & PLUMBING,do-not-hire,2026-09-04-expansion-50-b4,0,933593,inactive,Sole Ownership,C36 - PLUMBING,06/08/2009,12/31/2029,HUDSON INSURANCE COMPANY,"$25,000",,insured,"1126 CUTTING BLVD / RICHMOND, CA 94804",(415) 497-8700,(415) 497-8700,314,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE INACTIVE - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=933593,data/raw/cslb-933593.txt
222,Chung Hing Plumbing Corp,CHUNG HING PLUMBING CORP,do-not-hire,2026-09-04-expansion-50-b4,0,628627,canceled,Corporation,C36 - PLUMBING,09/14/1991,09/30/2006,SURETY COMPANY OF THE PACIFIC,"$10,000",10/07/2006,exempt,"2419 35TH AVENUE / SAN FRANCISCO, CA 94116",(415) 661-2382,(415) 661-2382,314,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=628627,data/raw/cslb-628627.txt
223,Deehan Plumbing,DEEHAN PLUMBING,do-not-hire,2026-09-04-expansion-50-b4,0,698559,expired,Sole Ownership,C36 - PLUMBING,11/04/1994,11/30/2024,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$25,000",01/01/2025,exempt,"P O BOX 2429 / SAN RAFAEL, CA 94912-0133",(415) 726-9473,(415) 726-9473,299,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=698559,data/raw/cslb-698559.txt
224,Ricky's Plumbing Company,RICKY'S PLUMBING COMPANY,do-not-hire,2026-09-04-expansion-50-b4,0,570753,expired,Sole Ownership,C36 - PLUMBING,06/13/1989,06/30/2005,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$10,000",02/17/2005,insured,"3550 CABRILLO STREET / SAN FRANCISCO, CA 94121",(415) 876-0333,(415) 876-0333,297,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=570753,data/raw/cslb-570753.txt
225,Ajax Plumbing and Heating,AJAX PLUMBING AND HEATING,do-not-hire,2026-09-04-expansion-50-b4,0,673116,expired,Partnership,"C-4 - BOILER, HOT WATER HEATING AND STEAM FITTING; C16 - FIRE PROTECTION; C20 - WARM-AIR HEATING, VENTILATING AND AIR-CONDITIONING; C36 - PLUMBING",06/17/1993,06/30/2005,FRONTIER PACIFIC INSURANCE COMPANY,"$7,500",07/18/2001,insured,"2114 FILLMORE STREET / SAN FRANCISCO, CA 94115",(415) 931-4733,(415) 931-4733,296,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=673116,data/raw/cslb-673116.txt
226,Rodney Conklin Plumbing & Heating,RODNEY CONKLIN PLUMBING & HEATING,do-not-hire,2026-09-04-expansion-50-b4,0,493818,expired,Sole Ownership,"C20 - WARM-AIR HEATING, VENTILATING AND AIR-CONDITIONING; C36 - PLUMBING",06/20/1986,06/30/2014,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$12,500",07/31/2014,exempt,"702 ANNA PLACE AY / EL DORADO HILLS, CA 95762",(650) 207-5899,(650) 207-5899,294,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=493818,data/raw/cslb-493818.txt
227,Cheer Plumbing Co,CHEER PLUMBING CO,do-not-hire,2026-09-04-expansion-50-b4,0,339522,canceled,Sole Ownership,C36 - PLUMBING,07/11/1977,07/28/2016,SURETEC INSURANCE COMPANY,"$15,000",03/18/2017,exempt,"49 RANDWICK AVENUE / OAKLAND, CA 94611",(415) 370-0505,(415) 370-0505,288,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED ON DEATH OF CONTRACTOR - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=339522,data/raw/cslb-339522.txt
228,Arjan Bok Plumbing,ARJAN BOK PLUMBING,do-not-hire,2026-09-04-expansion-50-b4,0,680961,expired,Sole Ownership,C36 - PLUMBING,11/29/1993,11/30/2009,OLD REPUBLIC SURETY COMPANY,"$12,500",04/25/2010,exempt,"300 CHANNEL #8 / SAN FRANCISCO, CA 94158",(415) 252-9879,(415) 252-9879,286,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=680961,data/raw/cslb-680961.txt
229,Goodrich Plumbing Inc,GOODRICH PLUMBING INC,do-not-hire,2026-09-04-expansion-50-b4,0,837694,canceled,Corporation,C36 - PLUMBING,05/05/2004,02/11/2025,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$25,000",04/04/2025,insured,"265 KENSINGTON WAY / SAN FRANCISCO, CA 94127",(415) 661-9138,(415) 661-9138,272,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=837694,data/raw/cslb-837694.txt
230,Plumb-In-Time Plumbing Services Inc,PLUMB - IN - TIME PLUMBING SERVICES INC,do-not-hire,2026-09-04-expansion-50-b4,0,868068,expired,Corporation,C36 - PLUMBING; C42 - SANITATION SYSTEM,11/21/2005,11/30/2007,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$12,500",05/23/2009,insured,"360 MEMORIAL DRIVE #140 / CRYSTAL LAKE, IL 60014",(866) 293-3031,(866) 293-3031,271,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=868068,data/raw/cslb-868068.txt
231,DLB Plumbing,DLB PLUMBING,do-not-hire,2026-09-04-expansion-50-b4,0,1003603,expired,Sole Ownership,C36 - PLUMBING,05/13/2015,05/31/2023,NAVIGATORS INSURANCE COMPANY,"$25,000",02/19/2023,exempt,"55 CASTLEMONT AVE / DALY CITY, CA 94015",(415) 233-3663,(415) 233-3663,262,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=1003603,data/raw/cslb-1003603.txt
